mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__criterion,param_clf__max_depth,param_clf__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.057415342330932616,0.011115484134578866,0.02366046905517578,0.004141479662455235,entropy,3,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 10}",0.27450980392156865,0.13636363636363635,0.4642857142857143,0.2222222222222222,0.3157894736842105,0.2826341700954704,0.1088184133982158,28,0.37438423645320196,0.37254901960784315,0.463519313304721,0.19883040935672514,0.44339622641509435,0.37053584102751713,0.09322679891120744
0.058009004592895506,0.010499571595552586,0.01962137222290039,0.0007004169618943989,entropy,5,2,"{'clf__criterion': 'entropy', 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.08333333333333333,0.3157894736842105,0.5079365079365079,0.34615384615384615,0.3880597014925373,0.32825457252008705,0.13879800247610313,24,0.5092592592592593,0.6153846153846154,0.6176470588235294,0.4729064039408867,0.6016260162601627,0.5633646707336907,0.0603766120972233
0.048302745819091795,0.001578241520042601,0.021732378005981445,0.003753535033634622,entropy,5,5,"{'clf__criterion': 'entropy', 'clf__max_depth': 5, 'clf__min_samples_split': 5}",0.08333333333333333,0.3157894736842105,0.5079365079365079,0.37735849056603776,0.4057971014492754,0.338042981393873,0.14168441257071962,22,0.5023255813953489,0.6153846153846154,0.6153846153846154,0.46534653465346537,0.5877551020408164,0.5572392897717723,0.06189146369342163
0.05162668228149414,0.003033499315803976,0.020545148849487306,0.001378354017975215,entropy,5,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 5, 'clf__min_samples_split': 10}",0.08163265306122448,0.32142857142857145,0.5079365079365079,0.37735849056603776,0.4117647058823529,0.3400241857749389,0.1427214640649884,20,0.5045871559633027,0.59375,0.6153846153846154,0.46534653465346537,0.5737704918032787,0.5505677595609324,0.05653524662305279
0.0564690113067627,0.007470843298384819,0.022349166870117187,0.0014702548556120541,entropy,7,2,"{'clf__criterion': 'entropy', 'clf__max_depth': 7, 'clf__min_samples_split': 2}",0.2545454545454545,0.3384615384615385,0.36666666666666664,0.45454545454545453,0.36619718309859156,0.35608325946354114,0.06407738243456486,14,0.753731343283582,0.7644787644787645,0.749034749034749,0.7245283018867924,0.7419354838709677,0.7467417285109711,0.013306024294597514
0.054470157623291014,0.004787053522497145,0.027407312393188478,0.013187577275953318,entropy,7,5,"{'clf__criterion': 'entropy', 'clf__max_depth': 7, 'clf__min_samples_split': 5}",0.23728813559322035,0.3384615384615385,0.36666666666666664,0.39344262295081966,0.40540540540540543,0.3482528738155301,0.06009431992787126,16,0.7415730337078652,0.7644787644787645,0.7461538461538462,0.71875,0.7235772357723578,0.7389065760225668,0.016461141958216054
0.059056329727172854,0.006201432474847037,0.02539534568786621,0.005862919409760177,entropy,7,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 7, 'clf__min_samples_split': 10}",0.21052631578947367,0.34375,0.36666666666666664,0.46153846153846156,0.4266666666666667,0.3618296221322537,0.08647387495217329,11,0.7121212121212122,0.7432950191570882,0.7293233082706767,0.6693227091633466,0.7035573122529645,0.7115239121930576,0.02518327523342582
0.05643157958984375,0.0026549441550705456,0.022104692459106446,0.004525636092719633,entropy,9,2,"{'clf__criterion': 'entropy', 'clf__max_depth': 9, 'clf__min_samples_split': 2}",0.3125,0.29850746268656714,0.3235294117647059,0.35294117647058826,0.4050632911392405,0.33850826841222037,0.03778555416077898,21,0.9387755102040817,0.9,0.8881118881118881,0.900709219858156,0.89198606271777,0.9039165361783793,0.018071509628357355
0.0592254638671875,0.005328009520626761,0.02013082504272461,0.0004133854867686607,entropy,9,5,"{'clf__criterion': 'entropy', 'clf__max_depth': 9, 'clf__min_samples_split': 5}",0.31746031746031744,0.3380281690140845,0.3283582089552239,0.4117647058823529,0.45,0.3691222802623958,0.052262976717997824,3,0.9128919860627178,0.8736462093862816,0.8621908127208481,0.8992805755395683,0.8611111111111112,0.8818241389641053,0.020742776360212038
0.055092144012451175,0.003215386212920417,0.02045130729675293,0.0019309880774584563,entropy,9,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 9, 'clf__min_samples_split': 10}",0.2711864406779661,0.35294117647058826,0.36363636363636365,0.4594594594594595,0.3902439024390244,0.36749346853668036,0.060789827778538204,7,0.8205128205128205,0.8127208480565371,0.7900355871886121,0.7955390334572491,0.815068493150685,0.8067753564731808,0.011826391968634097
0.06089892387390137,0.003863769321759968,0.01935443878173828,0.0015202770415989244,entropy,,2,"{'clf__criterion': 'entropy', 'clf__max_depth': None, 'clf__min_samples_split': 2}",0.3333333333333333,0.32,0.35714285714285715,0.44155844155844154,0.3855421686746988,0.36751536014186614,0.043222801751288564,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06288137435913085,0.0038863921906718327,0.020117473602294923,0.0021919374603762564,entropy,,5,"{'clf__criterion': 'entropy', 'clf__max_depth': None, 'clf__min_samples_split': 5}",0.35294117647058826,0.34210526315789475,0.29850746268656714,0.42105263157894735,0.3764705882352941,0.3582154244258583,0.04033400870517009,12,0.9431438127090301,0.9501661129568106,0.9459459459459459,0.9733333333333334,0.9372937293729373,0.9499765868636116,0.012404525535257642
0.058288288116455075,0.002265082855739226,0.018224239349365234,0.001041101915512389,entropy,,10,"{'clf__criterion': 'entropy', 'clf__max_depth': None, 'clf__min_samples_split': 10}",0.2857142857142857,0.3561643835616438,0.39436619718309857,0.45569620253164556,0.3855421686746988,0.3754966475330745,0.05535982287722993,1,0.8357142857142857,0.8666666666666667,0.8504983388704319,0.856140350877193,0.847682119205298,0.8513403522667751,0.01016072351103867
