mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__criterion,param_clf__max_depth,param_clf__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.05156793594360352,0.0016452734718479846,0.022080039978027342,0.0010935478575462088,gini,3,2,"{'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 2}",0.27450980392156865,0.13636363636363635,0.4642857142857143,0.33962264150943394,0.3157894736842105,0.30611425395291275,0.10587610326322217,25,0.37438423645320196,0.358974358974359,0.463519313304721,0.4594594594594595,0.44339622641509435,0.41994671892136715,0.04427928530135653
0.049905824661254886,0.004549224293404903,0.021004247665405273,0.0016372302631265023,gini,3,5,"{'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 5}",0.27450980392156865,0.13636363636363635,0.4642857142857143,0.33962264150943394,0.3157894736842105,0.30611425395291275,0.10587610326322217,25,0.37438423645320196,0.358974358974359,0.463519313304721,0.4594594594594595,0.44339622641509435,0.41994671892136715,0.04427928530135653
0.04528374671936035,0.004594183484090026,0.022024774551391603,0.0018297766320480426,gini,3,10,"{'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 10}",0.27450980392156865,0.13636363636363635,0.4642857142857143,0.33962264150943394,0.3157894736842105,0.30611425395291275,0.10587610326322217,25,0.37438423645320196,0.358974358974359,0.463519313304721,0.4594594594594595,0.44339622641509435,0.41994671892136715,0.04427928530135653
0.047265243530273435,0.0014425706198180723,0.021088123321533203,0.001223037627625771,gini,5,2,"{'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.2545454545454545,0.32142857142857145,0.47761194029850745,0.3389830508474576,0.45714285714285713,0.36994237485256964,0.08464653273094928,2,0.6129032258064516,0.6387832699619772,0.6212121212121212,0.6220472440944882,0.6434108527131783,0.6276713427576434,0.011512223129056497
0.05213775634765625,0.004265825069726591,0.02739124298095703,0.005019429129205337,gini,5,5,"{'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_split': 5}",0.2545454545454545,0.32142857142857145,0.47761194029850745,0.3389830508474576,0.4507042253521127,0.36865464849442076,0.08334919160428947,5,0.6072874493927125,0.6335877862595419,0.6188679245283019,0.6220472440944882,0.6303501945525292,0.6224281197655148,0.009266686364938301
0.05370626449584961,0.006609691688074847,0.030075836181640624,0.0031838897507490186,gini,5,10,"{'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_split': 10}",0.25,0.32727272727272727,0.47761194029850745,0.3389830508474576,0.4507042253521127,0.368914388754161,0.08399438063948184,4,0.592,0.623574144486692,0.6188679245283019,0.616600790513834,0.627906976744186,0.6157899672546028,0.01251806000515039
0.05795025825500488,0.007207144013011578,0.0233001708984375,0.003736581051092987,gini,7,2,"{'clf__criterion': 'gini', 'clf__max_depth': 7, 'clf__min_samples_split': 2}",0.3225806451612903,0.3384615384615385,0.46875,0.3125,0.3076923076923077,0.3499968982630273,0.06030374846515618,15,0.7984790874524715,0.8,0.7890625,0.8134328358208955,0.744,0.7889948846546734,0.023802606330394376
0.07283401489257812,0.01701650331129244,0.02867131233215332,0.01068386362609833,gini,7,5,"{'clf__criterion': 'gini', 'clf__max_depth': 7, 'clf__min_samples_split': 5}",0.3225806451612903,0.3384615384615385,0.45454545454545453,0.25,0.34285714285714286,0.3416889562050852,0.06560543017756935,19,0.7846153846153846,0.7883211678832117,0.765625,0.8029739776951673,0.7206477732793523,0.7724366606946231,0.028501418195186187
0.058086490631103514,0.0039874365469487446,0.02529487609863281,0.002724067313604933,gini,7,10,"{'clf__criterion': 'gini', 'clf__max_depth': 7, 'clf__min_samples_split': 10}",0.32786885245901637,0.3384615384615385,0.4375,0.2413793103448276,0.38461538461538464,0.3459650171761534,0.06510675453046011,18,0.7480916030534351,0.7407407407407407,0.7016129032258065,0.7230769230769231,0.694980694980695,0.72170057301552,0.020872829960188386
0.0745476245880127,0.013221607155470527,0.03747711181640625,0.009879593072212237,gini,9,2,"{'clf__criterion': 'gini', 'clf__max_depth': 9, 'clf__min_samples_split': 2}",0.3548387096774194,0.30985915492957744,0.43243243243243246,0.3235294117647059,0.40540540540540543,0.3652130228419081,0.04699590863204006,8,0.9333333333333333,0.89198606271777,0.9181494661921709,0.8864468864468864,0.910394265232975,0.9080620027846271,0.017155090306703293
0.06514019966125488,0.004609055784211405,0.0242919921875,0.004959199611082113,gini,9,5,"{'clf__criterion': 'gini', 'clf__max_depth': 9, 'clf__min_samples_split': 5}",0.3384615384615385,0.30985915492957744,0.43243243243243246,0.29850746268656714,0.4367816091954023,0.36320843954110354,0.05974904881641822,10,0.8992805755395683,0.8710801393728222,0.8833922261484098,0.835820895522388,0.8664259927797834,0.8711999658725944,0.02103166967327111
0.06482763290405273,0.004040135282380674,0.02628178596496582,0.006778538428329847,gini,9,10,"{'clf__criterion': 'gini', 'clf__max_depth': 9, 'clf__min_samples_split': 10}",0.4,0.28169014084507044,0.46153846153846156,0.23728813559322035,0.4367816091954023,0.3634596694344309,0.0882454121485171,9,0.8439716312056738,0.8028673835125448,0.7777777777777778,0.735632183908046,0.7859649122807018,0.7892427777369487,0.03520557819789988
0.0678070068359375,0.004805115773222332,0.026678466796875,0.004717359813717393,gini,,2,"{'clf__criterion': 'gini', 'clf__max_depth': None, 'clf__min_samples_split': 2}",0.3333333333333333,0.273972602739726,0.49382716049382713,0.2777777777777778,0.4050632911392405,0.3567948330967809,0.08338028740344046,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07421355247497559,0.008330991695339999,0.025276899337768555,0.004964224828679853,gini,,5,"{'clf__criterion': 'gini', 'clf__max_depth': None, 'clf__min_samples_split': 5}",0.29850746268656714,0.2702702702702703,0.43037974683544306,0.25,0.43037974683544306,0.33590744532554473,0.0786601781311844,23,0.9411764705882353,0.9570957095709571,0.9403973509933775,0.9283276450511946,0.9368770764119602,0.9407748505231449,0.00934665514195302
0.08317584991455078,0.019434101726590283,0.030411577224731444,0.011211915329615518,gini,,10,"{'clf__criterion': 'gini', 'clf__max_depth': None, 'clf__min_samples_split': 10}",0.34285714285714286,0.2894736842105263,0.45714285714285713,0.2222222222222222,0.42696629213483145,0.34773243971351603,0.08650931582031178,17,0.8805460750853242,0.8620689655172413,0.8113879003558719,0.7692307692307693,0.8305647840531561,0.8307596988484726,0.03903861469532203
0.051860809326171875,0.0021807503166828873,0.025256586074829102,0.0033538280909911895,entropy,3,2,"{'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 2}",0.27450980392156865,0.13636363636363635,0.4642857142857143,0.2222222222222222,0.3157894736842105,0.2826341700954704,0.1088184133982158,28,0.37438423645320196,0.37254901960784315,0.463519313304721,0.19883040935672514,0.44339622641509435,0.37053584102751713,0.09322679891120744
0.05111989974975586,0.00420364726590917,0.028207063674926758,0.003305171124636048,entropy,3,5,"{'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 5}",0.27450980392156865,0.13636363636363635,0.4642857142857143,0.2222222222222222,0.3157894736842105,0.2826341700954704,0.1088184133982158,28,0.37438423645320196,0.37254901960784315,0.463519313304721,0.19883040935672514,0.44339622641509435,0.37053584102751713,0.09322679891120744
0.056633806228637694,0.010487966368813556,0.029230070114135743,0.007274592028004372,entropy,3,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 10}",0.27450980392156865,0.13636363636363635,0.4642857142857143,0.2222222222222222,0.3157894736842105,0.2826341700954704,0.1088184133982158,28,0.37438423645320196,0.37254901960784315,0.463519313304721,0.19883040935672514,0.44339622641509435,0.37053584102751713,0.09322679891120744
0.07146906852722168,0.010881454760685864,0.02512965202331543,0.0022556349536797457,entropy,5,2,"{'clf__criterion': 'entropy', 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.08333333333333333,0.3157894736842105,0.5079365079365079,0.34615384615384615,0.3880597014925373,0.32825457252008705,0.13879800247610313,24,0.5092592592592593,0.6153846153846154,0.6176470588235294,0.4729064039408867,0.6016260162601627,0.5633646707336907,0.0603766120972233
0.06663589477539063,0.006353181494453656,0.026648235321044923,0.006272943443786489,entropy,5,5,"{'clf__criterion': 'entropy', 'clf__max_depth': 5, 'clf__min_samples_split': 5}",0.08333333333333333,0.3157894736842105,0.5079365079365079,0.37735849056603776,0.4057971014492754,0.338042981393873,0.14168441257071962,22,0.5023255813953489,0.6153846153846154,0.6153846153846154,0.46534653465346537,0.5877551020408164,0.5572392897717723,0.06189146369342163
0.054535627365112305,0.0027392623392220056,0.023980426788330077,0.002816267459227738,entropy,5,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 5, 'clf__min_samples_split': 10}",0.08163265306122448,0.32142857142857145,0.5079365079365079,0.37735849056603776,0.4117647058823529,0.3400241857749389,0.1427214640649884,20,0.5045871559633027,0.59375,0.6153846153846154,0.46534653465346537,0.5737704918032787,0.5505677595609324,0.05653524662305279
0.07762846946716309,0.01619845096092357,0.02833213806152344,0.006929084728834637,entropy,7,2,"{'clf__criterion': 'entropy', 'clf__max_depth': 7, 'clf__min_samples_split': 2}",0.2545454545454545,0.3384615384615385,0.36666666666666664,0.45454545454545453,0.36619718309859156,0.35608325946354114,0.06407738243456486,14,0.753731343283582,0.7644787644787645,0.749034749034749,0.7245283018867924,0.7419354838709677,0.7467417285109711,0.013306024294597514
0.07619299888610839,0.01817824850963261,0.0313751220703125,0.01071914307410009,entropy,7,5,"{'clf__criterion': 'entropy', 'clf__max_depth': 7, 'clf__min_samples_split': 5}",0.23728813559322035,0.3384615384615385,0.36666666666666664,0.39344262295081966,0.40540540540540543,0.3482528738155301,0.06009431992787126,16,0.7415730337078652,0.7644787644787645,0.7461538461538462,0.71875,0.7235772357723578,0.7389065760225668,0.016461141958216054
0.06485795974731445,0.00812509656664081,0.02438507080078125,0.0049765846274134546,entropy,7,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 7, 'clf__min_samples_split': 10}",0.21052631578947367,0.34375,0.36666666666666664,0.46153846153846156,0.4266666666666667,0.3618296221322537,0.08647387495217329,11,0.7121212121212122,0.7432950191570882,0.7293233082706767,0.6693227091633466,0.7035573122529645,0.7115239121930576,0.02518327523342582
0.09186229705810547,0.01753212603969512,0.040084218978881835,0.013878022332189904,entropy,9,2,"{'clf__criterion': 'entropy', 'clf__max_depth': 9, 'clf__min_samples_split': 2}",0.3125,0.29850746268656714,0.3235294117647059,0.35294117647058826,0.4050632911392405,0.33850826841222037,0.03778555416077898,21,0.9387755102040817,0.9,0.8881118881118881,0.900709219858156,0.89198606271777,0.9039165361783793,0.018071509628357355
0.08505516052246094,0.02362442892211245,0.031057262420654298,0.013408643855637576,entropy,9,5,"{'clf__criterion': 'entropy', 'clf__max_depth': 9, 'clf__min_samples_split': 5}",0.31746031746031744,0.3380281690140845,0.3283582089552239,0.4117647058823529,0.45,0.3691222802623958,0.052262976717997824,3,0.9128919860627178,0.8736462093862816,0.8621908127208481,0.8992805755395683,0.8611111111111112,0.8818241389641053,0.020742776360212038
0.08392939567565919,0.015391342374010507,0.02982816696166992,0.00816991613701919,entropy,9,10,"{'clf__criterion': 'entropy', 'clf__max_depth': 9, 'clf__min_samples_split': 10}",0.2711864406779661,0.35294117647058826,0.36363636363636365,0.4594594594594595,0.3902439024390244,0.36749346853668036,0.060789827778538204,7,0.8205128205128205,0.8127208480565371,0.7900355871886121,0.7955390334572491,0.815068493150685,0.8067753564731808,0.011826391968634097
0.07755436897277831,0.009043981233679346,0.027903985977172852,0.005466497831095301,entropy,,2,"{'clf__criterion': 'entropy', 'clf__max_depth': None, 'clf__min_samples_split': 2}",0.3333333333333333,0.32,0.35714285714285715,0.44155844155844154,0.3855421686746988,0.36751536014186614,0.043222801751288564,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.08733115196228028,0.014316993763820215,0.038397598266601565,0.009835628510343723,entropy,,5,"{'clf__criterion': 'entropy', 'clf__max_depth': None, 'clf__min_samples_split': 5}",0.35294117647058826,0.34210526315789475,0.29850746268656714,0.42105263157894735,0.3764705882352941,0.3582154244258583,0.04033400870517009,12,0.9431438127090301,0.9501661129568106,0.9459459459459459,0.9733333333333334,0.9372937293729373,0.9499765868636116,0.012404525535257642
0.07978668212890624,0.011383999547052895,0.02342252731323242,0.0020229829637593965,entropy,,10,"{'clf__criterion': 'entropy', 'clf__max_depth': None, 'clf__min_samples_split': 10}",0.2857142857142857,0.3561643835616438,0.39436619718309857,0.45569620253164556,0.3855421686746988,0.3754966475330745,0.05535982287722993,1,0.8357142857142857,0.8666666666666667,0.8504983388704319,0.856140350877193,0.847682119205298,0.8513403522667751,0.01016072351103867
